Name:,Age:,Interesting Facts:
Jupiter:,4.5 billion years old,"Named after the Roman king of the gods, Jupiter is fitting of its name. Jupiter is easily the largest planet in the Solar System. To put this in perspective, it would take 11 Earths lined up next to each other to stretch from one side of Jupiter to the other and it would take 317 Earths to equal the mass of Jupiter."
