Name:,Age:,Interesting Facts:
Mars:,4.6 billion years old,"Mars is the fourth planet from the Sun, named after Mars, the Roman god of war. Mars is the only other planet besides Earth that has polar ice caps. The northern cap is called the Planum Boreum, with Planum Australe in the south."
