Name:,Age:,Interesting Facts:
Mercury:,4.5 billion years,"Mercury is the closest planet to the Sun and is also the smallest of the eight planets in our solar system. It is named for the Roman god Mercury, the messenger to the gods – most likely related to the orbiting speed of the planet."
