Name:,Age:,Interesting Facts:
Neptune:,4.5 billion years old,"Neptune is the eighth planet from the Sun and last of the known planets. While it is the third largest planet with respect to mass, it is only the fourth largest in terms of diameter. Due to its blue coloration, Neptune was named after the Roman god of the Sea."
