Name:,Age:,Interesting Facts:
Earth:,4.54 billion years old,Earth is the third planet from the Sun and largest of the terrestrial planets. A year on Earth lasts just over 365 days. It is actually 1/4 of a day over 365 days which is why we have a leap year every four years.
